1150.0,1444.0
1018.0,1491.0
530.0,811.0
819.0,1095.0
1158.0,888.0
5.0,1088.0
125.0,444.0
1556.0,704.0
69.0,97.0
838.0,157.0
429.0,362.0
810.0,198.0
791.0,980.0
1161.0,1480.0
1193.0,442.0
1488.0,1454.0
1188.0,463.0
830.0,1555.0
1019.0,1365.0
1202.0,1143.0
886.0,1374.0
925.0,1039.0
1582.0,1232.0
405.0,113.0
1095.0,861.0
591.0,394.0
328.0,1528.0
992.0,1492.0
609.0,818.0
1007.0,2.0
65.0,391.0
959.0,127.0
42.0,105.0
816.0,828.0
137.0,818.0
1092.0,96.0
716.0,1558.0
1597.0,661.0
697.0,413.0
1064.0,143.0
317.0,1186.0
96.0,481.0
79.0,1565.0
250.0,1491.0
1142.0,513.0
917.0,1076.0
337.0,446.0
1293.0,563.0
1476.0,1085.0
682.0,448.0
183.0,1439.0
1520.0,903.0
77.0,1322.0
634.0,214.0
84.0,69.0
111.0,1206.0
1275.0,1084.0
38.0,668.0
1466.0,1429.0
305.0,137.0
1441.0,705.0
929.0,1103.0
207.0,881.0
839.0,1428.0
891.0,891.0
1027.0,1501.0
1420.0,5.0
966.0,1414.0
1527.0,737.0
315.0,331.0
1466.0,1117.0
201.0,562.0
1111.0,1199.0
1434.0,615.0
1338.0,530.0
544.0,1066.0
743.0,266.0
1347.0,1554.0
1522.0,445.0
391.0,1298.0
846.0,1506.0
482.0,849.0
515.0,221.0
1170.0,1222.0
231.0,1216.0
387.0,625.0
1301.0,769.0
338.0,691.0
881.0,612.0
869.0,538.0
1411.0,1467.0
1305.0,984.0
1020.0,535.0
399.0,1581.0
1179.0,319.0
786.0,1102.0
1291.0,468.0
540.0,937.0
242.0,749.0
1326.0,1574.0
